VendorID,tpep_pickup_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,pickup_borough,payment_type,fare_amount,mta_tax,improvement_surcharge,congestion_surcharge,tolls_amount,tip_amount,total_amount
1,2024-01-13 10:39:44,1,2.93,262,23,Queens,2,11.01,0.5,1.0,0.0,0.0,0.21,12.72
1,2024-01-08 07:56:27,5,4.38,16,199,Brooklyn,1,18.89,0.5,1.0,0.0,0.0,3.45,23.84
2,2024-01-26 05:17:54,1,3.12,138,8,Brooklyn,1,11.85,0.5,1.0,0.0,0.0,1.37,14.72
1,2024-01-28 06:27:17,5,9.84,246,207,JFK Airport,2,76.76,0.5,1.0,0.0,6.94,0.9,86.1
2,2024-01-11 13:43:14,4,5.85,183,113,Brooklyn,1,20.76,0.5,1.0,0.0,0.0,4.16,26.42
1,2024-01-28 08:11:35,2,3.95,10,216,Manhattan,2,19.1,0.5,1.0,2.75,0.0,0.48,23.83
1,2024-01-03 12:41:18,2,1.75,62,202,Staten Island,1,8.84,0.5,1.0,0.0,0.0,1.31,11.65
1,2024-01-18 15:03:43,5,3.03,166,256,Brooklyn,1,11.17,0.5,1.0,0.0,0.0,2.79,15.46
1,2024-01-14 11:49:29,0,13.42,152,10,JFK Airport,1,74.03,0.5,1.0,0.0,6.94,8.43,90.9
2,2024-01-28 12:18:20,2,1.5,253,141,Bronx,2,9.21,0.5,1.0,0.0,0.0,0.22,10.93
1,2024-01-14 16:49:44,4,1.39,33,185,Manhattan,1,8.74,0.5,1.0,2.75,0.0,1.73,14.72
1,2024-01-16 20:16:04,3,11.95,249,39,JFK Airport,1,71.36,0.5,1.0,0.0,6.94,15.3,95.1
2,2024-01-10 16:17:59,5,2.75,124,229,Queens,1,14.51,0.5,1.0,0.0,0.0,2.84,18.85
2,2024-01-20 12:42:44,2,1.51,35,149,Queens,1,4.78,0.5,1.0,0.0,0.0,0.81,7.09
1,2024-01-09 14:16:16,5,3.52,145,257,Brooklyn,1,13.91,0.5,1.0,0.0,0.0,1.9,17.31
1,2024-01-28 06:23:18,5,1.59,180,65,Manhattan,1,12.97,0.5,1.0,2.75,0.0,3.1,20.32
2,2024-01-14 13:06:21,1,2.45,236,49,Queens,1,13.6,0.5,1.0,0.0,0.0,3.23,18.33
1,2024-01-07 10:37:18,1,0.88,172,232,Manhattan,2,8.45,0.5,1.0,2.75,0.0,0.06,12.76
1,2024-01-01 15:11:42,6,2.32,137,46,Brooklyn,1,11.25,0.5,1.0,0.0,0.0,2.19,14.94
2,2024-01-12 15:34:57,5,0.92,26,115,Staten Island,1,4.63,0.5,1.0,0.0,0.0,0.66,6.79
1,2024-01-01 06:48:39,2,1.78,73,210,Manhattan,1,9.7,0.5,1.0,2.75,0.0,1.4,15.35
1,2024-01-17 00:39:55,1,1.18,230,255,Bronx,1,8.52,0.5,1.0,0.0,0.0,1.83,11.85
2,2024-01-25 10:52:12,2,0.66,96,256,Bronx,1,11.03,0.5,1.0,0.0,0.0,2.07,14.6
2,2024-01-24 12:37:59,2,2.33,45,118,Brooklyn,1,11.15,0.5,1.0,0.0,0.0,2.72,15.37
1,2024-01-02 09:34:18,4,3.64,14,262,Manhattan,1,17.71,0.5,1.0,2.75,0.0,2.78,24.74
1,2024-01-22 00:59:17,2,1.36,34,213,Queens,1,9.18,0.5,1.0,0.0,0.0,1.37,12.05
1,2024-01-07 08:08:04,4,5.03,92,226,Brooklyn,2,13.82,0.5,1.0,0.0,0.0,0.19,15.51
1,2024-01-01 22:17:07,4,2.86,193,224,Bronx,1,13.44,0.5,1.0,0.0,0.0,2.1,17.04
1,2024-01-12 18:02:02,4,0.77,4,179,Queens,1,8.12,0.5,1.0,0.0,0.0,1.24,10.86
1,2024-01-22 14:14:06,1,5.22,13,137,Brooklyn,2,18.31,0.5,1.0,0.0,0.0,0.44,20.25
2,2024-01-13 15:29:06,4,1.03,33,120,Queens,1,6.61,0.5,1.0,0.0,0.0,0.89,9.0
1,2024-01-05 12:07:42,5,1.7,21,181,Brooklyn,1,5.89,0.5,1.0,0.0,0.0,0.88,8.27
1,2024-01-15 08:38:21,5,4.02,87,173,Queens,1,16.53,0.5,1.0,0.0,0.0,3.47,21.5
2,2024-01-09 19:18:41,6,1.32,229,16,Queens,1,10.23,0.5,1.0,0.0,0.0,1.92,13.65
2,2024-01-28 19:46:49,6,2.34,87,239,Manhattan,1,14.81,0.5,1.0,2.75,0.0,2.79,21.85
1,2024-01-24 11:22:31,1,14.0,249,169,JFK Airport,1,67.64,0.5,1.0,0.0,6.94,7.89,83.97
1,2024-01-07 16:06:40,6,1.09,215,245,Bronx,2,7.52,0.5,1.0,0.0,0.0,0.04,9.06
2,2024-01-01 13:55:56,5,2.06,105,61,Manhattan,1,10.67,0.5,1.0,2.75,0.0,2.04,16.96
1,2024-01-28 19:36:16,6,5.79,84,233,Manhattan,1,19.6,0.5,1.0,2.75,0.0,3.64,27.49
1,2024-01-07 17:34:35,5,5.95,193,169,Brooklyn,1,22.33,0.5,1.0,0.0,0.0,3.98,27.81
1,2024-01-02 15:35:27,1,3.74,250,138,Queens,2,15.28,0.5,1.0,0.0,0.0,0.09,16.87
2,2024-01-17 17:15:08,6,2.68,25,102,Manhattan,1,12.85,0.5,1.0,2.75,0.0,2.13,19.23
2,2024-01-01 18:36:04,3,2.34,166,61,Brooklyn,2,13.24,0.5,1.0,0.0,0.0,0.28,15.02
2,2024-01-10 08:12:15,3,1.14,136,218,Brooklyn,1,9.15,0.5,1.0,0.0,0.0,1.52,12.17
1,2024-01-24 12:27:11,6,7.3,211,255,Manhattan,1,25.77,0.5,1.0,2.75,0.0,4.53,34.55
1,2024-01-24 22:54:24,0,6.62,7,242,Bronx,1,21.69,0.5,1.0,0.0,0.0,5.11,28.3
1,2024-01-10 01:36:36,3,3.2,7,16,Queens,1,14.12,0.5,1.0,0.0,0.0,3.3,18.92
1,2024-01-23 18:13:46,1,4.51,260,187,Brooklyn,1,17.77,0.5,1.0,0.0,0.0,3.58,22.85
1,2024-01-28 03:32:49,6,3.03,101,139,Manhattan,1,15.53,0.5,1.0,2.75,0.0,3.07,22.85
2,2024-01-24 20:51:46,4,1.4,169,25,Manhattan,1,12.9,0.5,1.0,2.75,0.0,1.69,18.84
2,2024-01-24 16:09:56,2,5.57,46,116,Manhattan,1,23.99,0.5,1.0,2.75,0.0,5.3,33.54
1,2024-01-28 09:39:27,2,2.32,245,76,Brooklyn,1,10.94,0.5,1.0,0.0,0.0,1.77,14.21
1,2024-01-02 14:15:05,2,1.89,115,102,Brooklyn,1,11.66,0.5,1.0,0.0,0.0,2.54,15.7
1,2024-01-14 06:40:05,1,2.2,179,34,Queens,1,5.95,0.5,1.0,0.0,0.0,0.65,8.1
1,2024-01-06 15:29:45,1,1.9,243,157,Manhattan,2,12.31,0.5,1.0,2.75,0.0,0.1,16.66
2,2024-01-25 09:42:01,6,0.84,14,100,Queens,1,9.01,0.5,1.0,0.0,0.0,1.8,12.31
1,2024-01-07 01:52:37,4,1.84,85,121,Manhattan,1,9.56,0.5,1.0,2.75,0.0,1.05,14.86
2,2024-01-25 11:26:08,2,0.73,67,150,Brooklyn,1,1.6,0.5,1.0,0.0,0.0,0.35,3.45
1,2024-01-03 07:09:36,5,2.36,28,11,Queens,2,9.14,0.5,1.0,0.0,0.0,0.11,10.75
1,2024-01-04 19:50:20,3,6.34,13,130,Queens,1,27.9,0.5,1.0,0.0,0.0,3.79,33.19
1,2024-01-23 16:17:02,1,2.05,63,87,Queens,1,11.61,0.5,1.0,0.0,0.0,1.29,14.4
1,2024-01-07 09:01:38,2,4.95,55,169,Manhattan,1,18.68,0.5,1.0,2.75,0.0,4.52,27.45
2,2024-01-09 17:29:55,3,3.17,141,210,Manhattan,1,16.65,0.5,1.0,2.75,0.0,3.13,24.03
1,2024-01-28 18:58:30,3,1.58,254,25,Brooklyn,1,7.71,0.5,1.0,0.0,0.0,1.26,10.47
2,2024-01-10 20:07:31,5,1.92,9,176,Brooklyn,1,11.49,0.5,1.0,0.0,0.0,1.23,14.22
2,2024-01-10 22:32:45,1,2.47,205,33,Queens,1,10.96,0.5,1.0,0.0,0.0,1.51,13.97
2,2024-01-07 16:23:11,4,4.15,97,90,Queens,2,13.6,0.5,1.0,0.0,0.0,0.25,15.35
1,2024-01-16 22:04:46,5,2.98,183,178,Manhattan,1,16.16,0.5,1.0,2.75,0.0,3.25,23.66
1,2024-01-04 06:58:05,4,1.93,125,25,Queens,1,5.85,0.5,1.0,0.0,0.0,0.94,8.29
2,2024-01-18 16:52:00,1,2.85,179,108,Bronx,1,12.07,0.5,1.0,0.0,0.0,2.5,16.07
1,2024-01-06 12:55:04,4,2.76,142,128,Manhattan,2,17.88,0.5,1.0,2.75,0.0,0.46,22.59
1,2024-01-27 12:17:18,2,1.87,203,157,Queens,1,8.23,0.5,1.0,0.0,0.0,1.56,11.29
2,2024-01-23 20:41:00,2,3.14,77,257,Queens,2,17.46,0.5,1.0,0.0,0.0,0.37,19.33
2,2024-01-28 10:21:00,5,16.16,8,262,JFK Airport,1,72.5,0.5,1.0,0.0,6.94,14.33,95.27
2,2024-01-27 05:35:39,1,2.3,12,36,Manhattan,1,14.35,0.5,1.0,2.75,0.0,1.97,20.57
2,2024-01-07 10:25:36,6,18.34,24,43,JFK Airport,1,68.22,0.5,1.0,0.0,0.0,12.2,81.92
1,2024-01-15 07:09:15,3,1.13,244,61,Manhattan,1,13.73,0.5,1.0,2.75,0.0,1.68,19.66
2,2024-01-02 05:03:37,5,1.74,232,242,Brooklyn,1,8.58,0.5,1.0,0.0,0.0,1.73,11.81
1,2024-01-05 12:25:32,2,1.8,259,197,Brooklyn,2,9.57,0.5,1.0,0.0,0.0,0.15,11.22
1,2024-01-18 20:02:21,1,3.15,172,87,Queens,2,15.31,0.5,1.0,0.0,0.0,0.09,16.9
2,2024-01-20 11:41:39,1,1.18,113,237,Manhattan,1,7.74,0.5,1.0,2.75,0.0,1.37,13.36
2,2024-01-12 17:11:16,6,4.86,122,223,Manhattan,1,20.53,0.5,1.0,2.75,0.0,3.55,28.33
1,2024-01-09 07:37:10,1,6.24,90,97,Brooklyn,2,23.04,0.5,1.0,0.0,0.0,0.19,24.73
1,2024-01-26 13:15:58,5,2.52,171,16,Brooklyn,1,11.37,0.5,1.0,0.0,0.0,1.84,14.71
2,2024-01-11 23:19:33,2,1.7,132,39,Queens,1,12.38,0.5,1.0,0.0,0.0,2.01,15.89
1,2024-01-04 11:06:58,1,3.12,196,101,Manhattan,1,15.1,0.5,1.0,2.75,0.0,1.74,21.09
1,2024-01-21 23:32:48,2,5.2,47,256,Brooklyn,2,23.72,0.5,1.0,0.0,0.0,0.11,25.33
1,2024-01-03 14:46:06,1,1.35,175,77,Manhattan,1,8.64,0.5,1.0,2.75,0.0,1.86,14.75
1,2024-01-07 12:39:06,1,4.16,5,94,Manhattan,1,17.18,0.5,1.0,2.75,0.0,2.94,24.37
1,2024-01-10 12:59:46,5,15.6,219,70,JFK Airport,1,72.47,0.5,1.0,0.0,6.94,12.4,93.31
1,2024-01-03 03:13:34,1,2.53,75,232,Manhattan,1,15.9,0.5,1.0,2.75,0.0,3.89,24.04
1,2024-01-10 19:35:21,5,15.64,35,121,JFK Airport,1,79.08,0.5,1.0,0.0,6.94,10.31,97.83
2,2024-01-05 18:55:54,5,14.2,189,50,JFK Airport,2,64.55,0.5,1.0,0.0,6.94,0.39,73.38
2,2024-01-04 00:45:32,3,16.55,108,87,JFK Airport,1,70.24,0.5,1.0,0.0,6.94,11.05,89.73
1,2024-01-09 04:18:43,4,3.3,191,251,Manhattan,1,17.45,0.5,1.0,2.75,0.0,3.38,25.08
1,2024-01-24 17:00:02,2,5.77,100,167,Manhattan,1,22.98,0.5,1.0,2.75,0.0,4.18,31.41
1,2024-01-27 17:16:22,2,3.65,240,190,Manhattan,1,14.57,0.5,1.0,2.75,0.0,3.26,22.08
1,2024-01-21 02:08:47,3,2.29,38,13,Queens,1,14.73,0.5,1.0,0.0,0.0,2.22,18.45
2,2024-01-02 18:14:13,1,4.42,4,239,Manhattan,2,20.35,0.5,1.0,2.75,0.0,0.56,25.16
1,2024-01-16 08:25:51,0,5.07,100,156,Queens,1,21.61,0.5,1.0,0.0,0.0,2.29,25.4
2,2024-01-04 22:07:33,1,18.55,229,199,JFK Airport,1,73.62,0.5,1.0,0.0,6.94,8.12,90.18
1,2024-01-13 20:54:58,1,0.94,44,248,Brooklyn,2,6.82,0.5,1.0,0.0,0.0,0.11,8.43
1,2024-01-07 19:45:07,2,0.76,244,201,Manhattan,1,6.45,0.5,1.0,2.75,0.0,1.6,12.3
1,2024-01-11 15:58:28,2,1.71,107,66,Manhattan,1,10.1,0.5,1.0,2.75,0.0,1.81,16.16
1,2024-01-05 02:49:14,1,15.62,199,47,JFK Airport,1,63.75,0.5,1.0,0.0,0.0,13.79,79.04
1,2024-01-21 08:04:08,2,4.94,15,170,Staten Island,1,18.19,0.5,1.0,0.0,0.0,2.79,22.48
2,2024-01-15 09:29:09,1,15.24,11,201,Manhattan,1,51.92,0.5,1.0,2.75,0.0,9.67,65.84
1,2024-01-10 12:02:54,4,17.0,207,214,JFK Airport,1,71.81,0.5,1.0,0.0,6.94,9.73,89.98
1,2024-01-25 22:25:02,3,5.78,217,39,Brooklyn,2,20.19,0.5,1.0,0.0,0.0,0.49,22.18
1,2024-01-27 13:34:24,2,2.58,192,255,Manhattan,1,10.18,0.5,1.0,2.75,0.0,1.36,15.79
1,2024-01-18 06:50:07,4,3.11,244,176,Brooklyn,2,12.56,0.5,1.0,0.0,0.0,0.22,14.28
1,2024-01-04 17:36:39,1,2.98,186,6,Manhattan,1,12.43,0.5,1.0,2.75,0.0,1.45,18.13
1,2024-01-04 08:28:21,5,8.44,187,226,Manhattan,1,32.67,0.5,1.0,2.75,0.0,7.47,44.39
1,2024-01-17 10:15:38,5,4.57,116,25,Manhattan,1,20.87,0.5,1.0,2.75,0.0,5.19,30.31
2,2024-01-14 21:48:58,5,0.85,263,124,Brooklyn,1,5.93,0.5,1.0,0.0,0.0,1.16,8.59
1,2024-01-10 06:00:52,5,3.13,34,94,Manhattan,1,16.73,0.5,1.0,2.75,0.0,2.29,23.27
2,2024-01-08 13:45:45,4,3.28,89,42,Queens,1,11.33,0.5,1.0,0.0,0.0,2.03,14.86
2,2024-01-12 16:14:49,4,16.99,34,19,JFK Airport,1,65.26,0.5,1.0,0.0,0.0,7.46,74.22
1,2024-01-16 16:51:14,5,0.82,204,10,Brooklyn,1,5.79,0.5,1.0,0.0,0.0,0.98,8.27
1,2024-01-21 18:40:37,6,2.94,77,26,Queens,1,11.5,0.5,1.0,0.0,0.0,1.43,14.43
2,2024-01-20 05:58:52,4,5.37,112,129,Manhattan,1,20.17,0.5,1.0,2.75,0.0,4.19,28.61
2,2024-01-15 16:06:29,2,2.31,90,214,Queens,1,14.41,0.5,1.0,0.0,0.0,3.48,19.39
1,2024-01-17 17:52:10,6,10.61,54,262,JFK Airport,1,65.64,0.5,1.0,0.0,0.0,6.85,73.99
1,2024-01-25 14:55:15,1,1.64,258,118,Bronx,1,5.53,0.5,1.0,0.0,0.0,1.12,8.15
1,2024-01-18 08:31:59,1,6.42,234,9,Brooklyn,2,25.74,0.5,1.0,0.0,0.0,0.19,27.43
2,2024-01-27 17:38:17,6,3.42,12,142,Manhattan,1,16.07,0.5,1.0,2.75,0.0,3.1,23.42
1,2024-01-19 07:06:42,6,1.52,1,199,Manhattan,2,10.76,0.5,1.0,2.75,0.0,0.09,15.1
1,2024-01-25 07:47:26,1,2.83,121,10,Manhattan,1,16.55,0.5,1.0,2.75,0.0,3.04,23.84
1,2024-01-02 23:39:29,2,0.89,229,171,Manhattan,2,11.34,0.5,1.0,2.75,0.0,0.01,15.6
2,2024-01-10 18:09:10,2,1.28,203,105,Manhattan,1,11.37,0.5,1.0,2.75,0.0,1.31,16.93
2,2024-01-11 11:53:03,4,2.64,207,110,Bronx,1,13.21,0.5,1.0,0.0,0.0,1.33,16.04
2,2024-01-13 10:02:46,2,15.63,230,262,JFK Airport,2,71.12,0.5,1.0,0.0,6.94,1.32,80.88
1,2024-01-05 07:00:40,1,0.88,53,235,Brooklyn,2,7.76,0.5,1.0,0.0,0.0,0.1,9.36
1,2024-01-15 15:39:57,1,2.31,226,122,Manhattan,1,10.42,0.5,1.0,2.75,0.0,1.17,15.84
2,2024-01-09 15:02:54,1,2.86,167,119,Brooklyn,1,11.76,0.5,1.0,0.0,0.0,2.73,15.99
1,2024-01-24 06:15:51,4,0.95,198,86,Queens,2,4.39,0.5,1.0,0.0,0.0,0.04,5.93
1,2024-01-05 03:33:34,4,13.24,43,143,JFK Airport,2,70.82,0.5,1.0,0.0,6.94,1.67,80.93
2,2024-01-07 07:35:21,1,2.89,199,245,Brooklyn,2,13.39,0.5,1.0,0.0,0.0,0.18,15.07
2,2024-01-06 08:30:01,6,1.93,200,36,Brooklyn,2,6.92,0.5,1.0,0.0,0.0,0.05,8.47
1,2024-01-19 09:10:00,1,2.32,137,260,Brooklyn,2,11.88,0.5,1.0,0.0,0.0,0.31,13.69
1,2024-01-12 18:53:00,6,4.0,88,242,Brooklyn,2,17.33,0.5,1.0,0.0,0.0,0.43,19.26
1,2024-01-21 17:19:26,6,1.01,235,250,Manhattan,1,9.63,0.5,1.0,2.75,0.0,1.9,15.78
1,2024-01-19 09:21:51,6,5.84,204,224,Manhattan,1,26.55,0.5,1.0,2.75,0.0,5.29,36.09
2,2024-01-10 16:03:49,3,15.37,89,191,LGA Airport,1,48.42,0.5,1.0,0.0,6.94,7.09,63.95
2,2024-01-02 20:58:41,2,3.03,28,258,Brooklyn,2,13.42,0.5,1.0,0.0,0.0,0.16,15.08
2,2024-01-14 17:23:10,2,2.78,145,135,Manhattan,1,10.31,0.5,1.0,2.75,0.0,2.04,16.6
1,2024-01-11 17:57:12,1,0.44,209,211,Manhattan,1,8.08,0.5,1.0,2.75,0.0,1.61,13.94
2,2024-01-08 21:13:04,1,11.95,239,209,JFK Airport,1,78.79,0.5,1.0,0.0,0.0,9.94,90.23
2,2024-01-16 11:53:46,1,2.65,114,62,Brooklyn,2,11.71,0.5,1.0,0.0,0.0,0.04,13.25
1,2024-01-19 16:57:08,1,2.89,218,128,Manhattan,1,15.65,0.5,1.0,2.75,0.0,3.83,23.73
2,2024-01-16 19:39:17,4,19.0,149,111,JFK Airport,1,72.33,0.5,1.0,0.0,6.94,17.59,98.36
1,2024-01-22 20:42:54,1,2.99,193,183,Bronx,1,13.52,0.5,1.0,0.0,0.0,3.34,18.36
1,2024-01-14 15:12:59,4,2.16,174,39,Manhattan,2,8.96,0.5,1.0,2.75,0.0,0.12,13.33
2,2024-01-06 18:49:26,3,5.42,38,78,Brooklyn,1,19.48,0.5,1.0,0.0,0.0,4.76,25.74
1,2024-01-26 08:37:57,1,1.53,21,21,Brooklyn,1,12.11,0.5,1.0,0.0,0.0,2.98,16.59
2,2024-01-25 08:25:37,6,1.43,234,170,Queens,2,8.59,0.5,1.0,0.0,0.0,0.16,10.25
1,2024-01-11 18:05:59,4,1.25,252,137,Manhattan,1,10.3,0.5,1.0,2.75,0.0,1.31,15.86
1,2024-01-08 21:27:11,1,4.02,107,259,Manhattan,2,16.11,0.5,1.0,2.75,0.0,0.32,20.68
1,2024-01-01 14:25:49,5,1.91,72,54,Manhattan,2,11.27,0.5,1.0,2.75,0.0,0.31,15.83
1,2024-01-20 15:01:28,1,7.24,170,210,Manhattan,2,27.4,0.5,1.0,2.75,0.0,0.0,31.65
2,2024-01-09 09:32:56,5,1.57,24,124,Brooklyn,1,9.24,0.5,1.0,0.0,0.0,1.09,11.83
1,2024-01-24 05:27:31,2,6.61,256,223,Brooklyn,1,24.19,0.5,1.0,0.0,0.0,5.82,31.51
1,2024-01-22 20:50:23,2,9.26,39,22,Manhattan,1,35.5,0.5,1.0,2.75,0.0,7.0,46.75
2,2024-01-28 18:57:01,1,0.87,142,193,Queens,1,7.48,0.5,1.0,0.0,0.0,1.63,10.61
1,2024-01-08 16:44:34,2,5.51,87,106,Queens,1,19.88,0.5,1.0,0.0,0.0,4.26,25.64
2,2024-01-21 08:06:59,2,2.23,246,227,Manhattan,2,10.44,0.5,1.0,2.75,0.0,0.21,14.9
2,2024-01-15 16:15:06,2,2.23,183,208,Manhattan,2,13.53,0.5,1.0,2.75,0.0,0.15,17.93
2,2024-01-11 20:09:14,4,2.58,184,207,Staten Island,1,12.94,0.5,1.0,0.0,0.0,2.71,17.15
1,2024-01-23 19:44:32,3,1.15,200,90,Queens,1,9.86,0.5,1.0,0.0,0.0,2.36,13.72
1,2024-01-07 18:34:27,3,1.46,39,237,Bronx,2,11.87,0.5,1.0,0.0,0.0,0.01,13.38
2,2024-01-13 16:31:47,1,13.92,212,25,Manhattan,1,43.09,0.5,1.0,2.75,0.0,9.96,57.3
2,2024-01-03 18:43:04,5,6.21,164,71,Staten Island,1,23.27,0.5,1.0,0.0,0.0,4.74,29.51
2,2024-01-20 20:53:50,3,2.01,233,209,Manhattan,2,12.18,0.5,1.0,2.75,0.0,0.03,16.46
2,2024-01-01 13:49:06,1,1.89,206,223,Manhattan,1,11.51,0.5,1.0,2.75,0.0,2.49,18.25
2,2024-01-18 09:55:18,4,3.43,184,211,Queens,1,15.7,0.5,1.0,0.0,0.0,2.03,19.23
1,2024-01-22 13:43:09,3,4.1,4,224,Bronx,1,15.14,0.5,1.0,0.0,0.0,3.12,19.76
2,2024-01-02 17:42:25,2,3.29,249,161,Manhattan,1,17.3,0.5,1.0,2.75,0.0,4.28,25.83
2,2024-01-17 16:54:01,1,2.07,190,168,Brooklyn,2,7.87,0.5,1.0,0.0,0.0,0.07,9.44
1,2024-01-20 12:35:46,0,2.23,63,54,Manhattan,1,10.54,0.5,1.0,2.75,0.0,1.21,16.0
2,2024-01-14 12:11:33,5,2.12,209,47,Queens,2,10.5,0.5,1.0,0.0,0.0,0.23,12.23
2,2024-01-19 11:38:33,3,2.87,100,201,Manhattan,1,15.8,0.5,1.0,2.75,0.0,3.4,23.45
1,2024-01-21 07:35:32,2,2.03,191,163,Manhattan,2,7.86,0.5,1.0,2.75,0.0,0.17,12.28
2,2024-01-19 21:34:28,3,2.29,26,158,Brooklyn,1,9.7,0.5,1.0,0.0,0.0,1.77,12.97
1,2024-01-06 18:09:59,1,5.59,247,236,Brooklyn,2,16.89,0.5,1.0,0.0,0.0,0.01,18.4
1,2024-01-21 17:51:33,3,1.53,250,260,Manhattan,1,9.26,0.5,1.0,2.75,0.0,1.53,15.04
2,2024-01-23 09:48:31,1,0.85,61,236,Queens,1,7.33,0.5,1.0,0.0,0.0,1.05,9.88
1,2024-01-11 04:10:21,1,4.09,135,243,Brooklyn,2,16.47,0.5,1.0,0.0,0.0,0.17,18.14
1,2024-01-04 18:27:03,2,8.85,170,30,Bronx,1,33.16,0.5,1.0,0.0,0.0,3.86,38.52
2,2024-01-21 12:16:15,1,1.25,209,127,Staten Island,1,7.27,0.5,1.0,0.0,0.0,1.69,10.46
1,2024-01-19 15:05:39,4,18.35,128,207,JFK Airport,1,74.88,0.5,1.0,0.0,0.0,14.79,91.17
1,2024-01-15 07:42:18,1,0.83,177,53,Queens,1,7.84,0.5,1.0,0.0,0.0,0.92,10.26
2,2024-01-19 19:07:07,1,2.22,169,236,Manhattan,1,17.53,0.5,1.0,2.75,0.0,3.38,25.16
1,2024-01-06 16:01:33,1,2.71,250,116,Manhattan,1,17.67,0.5,1.0,2.75,0.0,3.4,25.32
1,2024-01-25 22:09:07,6,1.24,259,16,Manhattan,1,10.17,0.5,1.0,2.75,0.0,1.78,16.2
1,2024-01-11 17:36:59,2,18.72,198,49,LGA Airport,1,59.53,0.5,1.0,0.0,6.94,9.74,77.71
1,2024-01-19 19:26:07,1,1.49,83,109,Staten Island,1,13.16,0.5,1.0,0.0,0.0,2.6,17.26
2,2024-01-09 16:27:41,6,2.17,90,160,Manhattan,1,14.07,0.5,1.0,2.75,0.0,2.75,21.07
2,2024-01-25 19:32:47,4,3.62,6,257,Manhattan,1,16.73,0.5,1.0,2.75,0.0,2.57,23.55
1,2024-01-04 22:53:18,1,6.23,66,36,Manhattan,2,26.62,0.5,1.0,2.75,0.0,0.28,31.15
1,2024-01-22 08:22:35,2,7.24,60,189,Brooklyn,1,26.23,0.5,1.0,0.0,0.0,3.09,30.82
1,2024-01-04 18:55:30,2,7.95,139,54,Queens,1,30.41,0.5,1.0,0.0,0.0,3.8,35.71
2,2024-01-03 06:05:52,2,2.92,129,183,Manhattan,1,15.76,0.5,1.0,2.75,0.0,3.61,23.62
1,2024-01-17 17:15:39,2,5.71,248,92,Queens,1,24.58,0.5,1.0,0.0,0.0,5.22,31.3
2,2024-01-06 10:48:03,4,2.3,170,12,Queens,2,10.62,0.5,1.0,0.0,0.0,0.3,12.42
1,2024-01-25 12:52:54,2,3.77,8,205,Queens,1,14.87,0.5,1.0,0.0,0.0,2.69,19.06
2,2024-01-28 23:04:03,3,2.22,192,141,Manhattan,1,15.02,0.5,1.0,2.75,0.0,3.51,22.78
1,2024-01-19 08:28:21,3,3.14,95,51,Bronx,1,17.43,0.5,1.0,0.0,0.0,2.74,21.67
2,2024-01-01 08:27:05,2,21.11,206,204,JFK Airport,1,68.4,0.5,1.0,0.0,6.94,15.93,92.77
2,2024-01-17 10:18:32,0,1.86,147,97,Manhattan,1,11.56,0.5,1.0,2.75,0.0,2.44,18.25
1,2024-01-07 01:10:54,3,2.19,218,217,Manhattan,1,14.32,0.5,1.0,2.75,0.0,2.73,21.3
2,2024-01-22 17:29:21,1,1.99,209,5,Bronx,1,10.79,0.5,1.0,0.0,0.0,1.75,14.04
2,2024-01-05 20:56:53,5,10.89,250,205,Manhattan,1,41.13,0.5,1.0,2.75,0.0,9.2,54.58
2,2024-01-04 09:54:11,5,18.12,106,40,LGA Airport,1,55.44,0.5,1.0,0.0,6.94,12.09,75.97
2,2024-01-28 08:54:20,1,1.96,79,94,Queens,1,-16.71,0.5,1.0,0.0,0.0,0.67,7.91
2,2024-01-17 20:23:43,6,3.83,60,148,Brooklyn,2,19.34,0.5,1.0,0.0,0.0,0.39,21.23
1,2024-01-12 17:24:28,4,2.51,227,170,Bronx,2,12.7,0.5,1.0,0.0,0.0,0.15,14.35
1,2024-01-27 11:07:21,2,2.91,143,45,Brooklyn,1,12.77,0.5,1.0,0.0,0.0,2.46,16.73
1,2024-01-12 16:55:42,4,0.92,102,224,Bronx,1,9.22,0.5,1.0,0.0,0.0,1.61,12.33
1,2024-01-17 14:09:12,2,3.89,77,122,Manhattan,2,17.16,0.5,1.0,2.75,0.0,0.44,21.85
2,2024-01-08 15:56:35,6,2.06,197,188,Manhattan,2,14.51,0.5,1.0,2.75,0.0,0.22,18.98
1,2024-01-24 09:09:07,5,12.66,90,118,JFK Airport,1,74.58,0.5,1.0,0.0,6.94,18.31,101.33
2,2024-01-03 18:03:23,4,3.04,193,67,Queens,1,13.79,0.5,1.0,0.0,0.0,2.96,18.25
2,2024-01-09 14:53:45,5,1.08,183,61,Manhattan,1,9.22,0.5,1.0,2.75,0.0,1.79,15.26
1,2024-01-27 18:44:42,1,14.41,258,139,JFK Airport,1,60.41,0.5,1.0,0.0,6.94,11.32,80.17
1,2024-01-19 22:22:55,6,8.06,78,182,Queens,1,21.93,0.5,1.0,0.0,0.0,2.6,26.03
1,2024-01-08 08:28:46,3,2.26,80,73,Staten Island,1,12.4,0.5,1.0,0.0,0.0,1.26,15.16
1,2024-01-14 23:07:59,4,196.2,136,255,Manhattan,1,17.55,0.5,1.0,2.75,0.0,3.54,25.34
2,2024-01-27 06:53:20,2,1.4,3,20,Manhattan,1,9.82,0.5,1.0,2.75,0.0,1.55,15.62
